,index,state,date,ML,Low_90,High_90,Low_50,High_50,state_ab
326,326,Jammu and Kashmir,2020-03-21,3.0,1.01,6.99,2.04,4.45,JK
327,327,Jammu and Kashmir,2020-03-22,2.88,0.99,6.28,1.99,4.16,JK
328,328,Jammu and Kashmir,2020-03-23,3.14,1.1300000000000001,6.42,2.2,4.4,JK
329,329,Jammu and Kashmir,2020-03-24,3.25,1.28,6.18,2.39,4.45,JK
330,330,Jammu and Kashmir,2020-03-25,3.21,1.34,5.75,2.44,4.3,JK
331,331,Jammu and Kashmir,2020-03-26,3.1,1.35,5.3100000000000005,2.42,4.09,JK
332,332,Jammu and Kashmir,2020-03-27,2.96,1.34,4.92,2.3000000000000003,3.8000000000000003,JK
333,333,Jammu and Kashmir,2020-03-28,2.81,1.27,4.53,2.15,3.5100000000000002,JK
334,334,Jammu and Kashmir,2020-03-29,2.5500000000000003,1.19,4.17,2.0100000000000002,3.25,JK
335,335,Jammu and Kashmir,2020-03-30,2.47,1.1500000000000001,3.95,1.9100000000000001,3.0700000000000003,JK
336,336,Jammu and Kashmir,2020-03-31,2.29,1.06,3.69,1.82,2.91,JK
337,337,Jammu and Kashmir,2020-04-01,2.24,1.03,3.54,1.78,2.82,JK
338,338,Jammu and Kashmir,2020-04-02,2.1,0.97,3.37,1.6600000000000001,2.65,JK
339,339,Jammu and Kashmir,2020-04-03,2.07,0.92,3.23,1.67,2.63,JK
340,340,Jammu and Kashmir,2020-04-04,2.02,0.96,3.2,1.61,2.5300000000000002,JK
341,341,Jammu and Kashmir,2020-04-05,2.1,1.06,3.22,1.71,2.6,JK
342,342,Jammu and Kashmir,2020-04-06,2.08,1.09,3.16,1.7,2.5500000000000003,JK
343,343,Jammu and Kashmir,2020-04-07,2.05,1.09,3.0700000000000003,1.6500000000000001,2.46,JK
344,344,Jammu and Kashmir,2020-04-08,2.0,1.07,2.96,1.67,2.45,JK
345,345,Jammu and Kashmir,2020-04-09,1.9100000000000001,1.04,2.86,1.6,2.35,JK
346,346,Jammu and Kashmir,2020-04-10,1.79,0.9500000000000001,2.71,1.46,2.18,JK
347,347,Jammu and Kashmir,2020-04-11,1.7,0.86,2.57,1.37,2.07,JK
348,348,Jammu and Kashmir,2020-04-12,1.62,0.78,2.45,1.33,2.02,JK
349,349,Jammu and Kashmir,2020-04-13,1.48,0.67,2.32,1.19,1.87,JK
350,350,Jammu and Kashmir,2020-04-14,1.36,0.56,2.2,1.02,1.69,JK
351,351,Jammu and Kashmir,2020-04-15,1.29,0.5,2.14,0.96,1.6300000000000001,JK
352,352,Jammu and Kashmir,2020-04-16,1.27,0.47000000000000003,2.11,1.0,1.68,JK
353,353,Jammu and Kashmir,2020-04-17,1.21,0.42,2.06,0.93,1.61,JK
354,354,Jammu and Kashmir,2020-04-18,1.19,0.38,2.02,0.9,1.58,JK
355,355,Jammu and Kashmir,2020-04-19,1.21,0.41000000000000003,2.06,0.91,1.59,JK
356,356,Jammu and Kashmir,2020-04-20,1.23,0.42,2.07,0.92,1.6,JK
357,357,Jammu and Kashmir,2020-04-21,1.28,0.48,2.13,0.99,1.67,JK
358,358,Jammu and Kashmir,2020-04-22,1.36,0.5700000000000001,2.21,1.05,1.72,JK
359,359,Jammu and Kashmir,2020-04-23,1.3800000000000001,0.59,2.2,1.09,1.75,JK
360,360,Jammu and Kashmir,2020-04-24,1.37,0.5700000000000001,2.15,1.09,1.74,JK
361,361,Jammu and Kashmir,2020-04-25,1.33,0.56,2.12,1.04,1.68,JK
362,362,Jammu and Kashmir,2020-04-26,1.32,0.56,2.1,1.02,1.6500000000000001,JK
363,363,Jammu and Kashmir,2020-04-27,1.25,0.52,2.05,0.99,1.62,JK
364,364,Jammu and Kashmir,2020-04-28,1.2,0.46,1.98,0.88,1.5,JK
365,365,Jammu and Kashmir,2020-04-29,1.17,0.43,1.94,0.89,1.51,JK
366,366,Jammu and Kashmir,2020-04-30,1.1300000000000001,0.37,1.87,0.84,1.46,JK
367,367,Jammu and Kashmir,2020-05-01,1.11,0.36,1.86,0.8300000000000001,1.45,JK
368,368,Jammu and Kashmir,2020-05-02,1.1300000000000001,0.4,1.9100000000000001,0.85,1.47,JK
369,369,Jammu and Kashmir,2020-05-03,1.1500000000000001,0.39,1.8900000000000001,0.87,1.49,JK
370,370,Jharkhand,2020-04-05,3.0,1.01,6.99,2.04,4.45,JH
371,371,Jharkhand,2020-04-06,2.88,0.99,6.28,1.99,4.16,JH
372,372,Jharkhand,2020-04-07,3.14,1.1300000000000001,6.42,2.2,4.4,JH
373,373,Jharkhand,2020-04-08,2.91,1.06,5.67,2.1,4.03,JH
374,374,Jharkhand,2020-04-09,3.02,1.21,5.63,2.27,4.13,JH
375,375,Jharkhand,2020-04-10,2.7800000000000002,1.12,5.08,2.07,3.73,JH
376,376,Jharkhand,2020-04-11,2.61,1.05,4.71,1.94,3.47,JH
377,377,Jharkhand,2020-04-12,2.48,0.9500000000000001,4.39,1.87,3.31,JH
378,378,Jharkhand,2020-04-13,2.37,0.89,4.17,1.78,3.15,JH
379,379,Jharkhand,2020-04-14,2.14,0.77,3.87,1.59,2.88,JH
380,380,Jharkhand,2020-04-15,2.23,0.81,3.91,1.67,2.96,JH
381,381,Jharkhand,2020-04-16,2.16,0.81,3.83,1.59,2.84,JH
382,382,Jharkhand,2020-04-17,2.1,0.72,3.66,1.55,2.77,JH
383,383,Jharkhand,2020-04-18,2.04,0.68,3.56,1.55,2.75,JH
384,384,Jharkhand,2020-04-19,1.99,0.65,3.48,1.43,2.6,JH
385,385,Jharkhand,2020-04-20,1.94,0.64,3.43,1.47,2.63,JH
386,386,Jharkhand,2020-04-21,2.0,0.71,3.49,1.51,2.66,JH
387,387,Jharkhand,2020-04-22,2.04,0.76,3.5,1.55,2.68,JH
388,388,Jharkhand,2020-04-23,2.16,0.89,3.58,1.69,2.8000000000000003,JH
389,389,Jharkhand,2020-04-24,2.05,0.8,3.38,1.54,2.6,JH
390,390,Jharkhand,2020-04-25,2.04,0.81,3.31,1.58,2.61,JH
391,391,Jharkhand,2020-04-26,2.02,0.84,3.2600000000000002,1.6,2.6,JH
392,392,Jharkhand,2020-04-27,1.84,0.71,3.0500000000000003,1.4000000000000001,2.36,JH
393,393,Jharkhand,2020-04-28,1.7,0.58,2.86,1.28,2.22,JH
394,394,Jharkhand,2020-04-29,1.59,0.48,2.72,1.19,2.12,JH
395,395,Jharkhand,2020-04-30,1.49,0.36,2.56,1.07,1.99,JH
396,396,Jharkhand,2020-05-01,1.33,0.25,2.39,0.9400000000000001,1.86,JH
397,397,Jharkhand,2020-05-02,1.25,0.18,2.2800000000000002,0.8200000000000001,1.74,JH
398,398,Jharkhand,2020-05-03,1.24,0.16,2.27,0.78,1.71,JH
399,399,Karnataka,2020-03-14,3.0,1.01,6.99,2.04,4.45,KA
400,400,Karnataka,2020-03-15,2.42,0.88,5.1000000000000005,1.76,3.5100000000000002,KA
401,401,Karnataka,2020-03-16,2.33,0.84,4.73,1.7,3.3200000000000003,KA
402,402,Karnataka,2020-03-17,2.2600000000000002,0.79,4.45,1.6600000000000001,3.19,KA
403,403,Karnataka,2020-03-18,2.38,0.86,4.5,1.71,3.23,KA
404,404,Karnataka,2020-03-19,2.27,0.8300000000000001,4.24,1.71,3.14,KA
405,405,Karnataka,2020-03-20,2.34,0.87,4.2,1.71,3.1,KA
406,406,Karnataka,2020-03-21,2.37,0.97,4.18,1.81,3.15,KA
407,407,Karnataka,2020-03-22,2.23,0.86,3.86,1.68,2.93,KA
408,408,Karnataka,2020-03-23,2.24,0.93,3.83,1.6600000000000001,2.86,KA
409,409,Karnataka,2020-03-24,2.22,0.9500000000000001,3.73,1.7,2.85,KA
410,410,Karnataka,2020-03-25,2.19,0.93,3.58,1.72,2.82,KA
411,411,Karnataka,2020-03-26,2.06,0.86,3.38,1.57,2.61,KA
412,412,Karnataka,2020-03-27,1.96,0.79,3.21,1.52,2.52,KA
413,413,Karnataka,2020-03-28,1.95,0.8,3.15,1.52,2.49,KA
414,414,Karnataka,2020-03-29,1.86,0.77,3.0500000000000003,1.45,2.39,KA
415,415,Karnataka,2020-03-30,1.78,0.72,2.94,1.35,2.2600000000000002,KA
416,416,Karnataka,2020-03-31,1.78,0.72,2.89,1.35,2.24,KA
417,417,Karnataka,2020-04-01,1.71,0.67,2.79,1.3,2.17,KA
418,418,Karnataka,2020-04-02,1.6500000000000001,0.63,2.71,1.29,2.15,KA
419,419,Karnataka,2020-04-03,1.59,0.61,2.66,1.2,2.04,KA
420,420,Karnataka,2020-04-04,1.55,0.56,2.58,1.17,2.0,KA
421,421,Karnataka,2020-04-05,1.56,0.59,2.59,1.19,2.0100000000000002,KA
422,422,Karnataka,2020-04-06,1.51,0.55,2.52,1.1500000000000001,1.96,KA
423,423,Karnataka,2020-04-07,1.42,0.46,2.4,1.05,1.85,KA
424,424,Karnataka,2020-04-08,1.44,0.48,2.41,1.1,1.9000000000000001,KA
425,425,Karnataka,2020-04-09,1.4000000000000001,0.44,2.35,1.05,1.84,KA
426,426,Karnataka,2020-04-10,1.42,0.48,2.38,1.1,1.8900000000000001,KA
427,427,Karnataka,2020-04-11,1.43,0.48,2.36,1.11,1.8900000000000001,KA
428,428,Karnataka,2020-04-12,1.48,0.56,2.42,1.17,1.94,KA
429,429,Karnataka,2020-04-13,1.56,0.68,2.5100000000000002,1.24,1.99,KA
430,430,Karnataka,2020-04-14,1.58,0.71,2.49,1.26,1.99,KA
431,431,Karnataka,2020-04-15,1.59,0.74,2.47,1.28,1.99,KA
432,432,Karnataka,2020-04-16,1.56,0.74,2.43,1.24,1.93,KA
433,433,Karnataka,2020-04-17,1.49,0.68,2.33,1.21,1.8900000000000001,KA
434,434,Karnataka,2020-04-18,1.4000000000000001,0.6,2.22,1.1300000000000001,1.8,KA
435,435,Karnataka,2020-04-19,1.29,0.47000000000000003,2.07,1.0,1.6600000000000001,KA
436,436,Karnataka,2020-04-20,1.23,0.45,2.05,0.9500000000000001,1.61,KA
437,437,Karnataka,2020-04-21,1.17,0.39,1.98,0.89,1.55,KA
438,438,Karnataka,2020-04-22,1.09,0.31,1.8900000000000001,0.8,1.46,KA
439,439,Karnataka,2020-04-23,1.08,0.27,1.85,0.74,1.4000000000000001,KA
440,440,Karnataka,2020-04-24,1.07,0.28,1.87,0.79,1.46,KA
441,441,Karnataka,2020-04-25,1.03,0.24,1.82,0.73,1.4000000000000001,KA
442,442,Karnataka,2020-04-26,1.06,0.27,1.87,0.79,1.47,KA
443,443,Karnataka,2020-04-27,1.05,0.25,1.85,0.77,1.45,KA
444,444,Karnataka,2020-04-28,1.05,0.25,1.85,0.75,1.43,KA
445,445,Karnataka,2020-04-29,1.04,0.24,1.84,0.73,1.41,KA
446,446,Karnataka,2020-04-30,1.03,0.23,1.83,0.72,1.4000000000000001,KA
447,447,Karnataka,2020-05-01,1.07,0.24,1.85,0.72,1.4000000000000001,KA
448,448,Karnataka,2020-05-02,1.09,0.28,1.9000000000000001,0.77,1.45,KA
449,449,Karnataka,2020-05-03,1.08,0.26,1.87,0.78,1.46,KA
450,450,Kerala,2020-03-14,3.0,1.01,6.99,2.04,4.45,KL
451,451,Kerala,2020-03-15,2.25,0.86,4.46,1.59,3.09,KL
452,452,Kerala,2020-03-16,1.94,0.68,3.7,1.3800000000000001,2.64,KL
453,453,Kerala,2020-03-17,1.86,0.68,3.5100000000000002,1.35,2.5300000000000002,KL
454,454,Kerala,2020-03-18,1.9000000000000001,0.71,3.47,1.3900000000000001,2.54,KL
455,455,Kerala,2020-03-19,1.93,0.74,3.41,1.3900000000000001,2.5,KL
456,456,Kerala,2020-03-20,2.0300000000000002,0.85,3.46,1.58,2.67,KL
457,457,Kerala,2020-03-21,2.08,0.92,3.42,1.6300000000000001,2.67,KL
458,458,Kerala,2020-03-22,2.09,0.9500000000000001,3.3200000000000003,1.7,2.69,KL
459,459,Kerala,2020-03-23,2.15,1.06,3.31,1.73,2.66,KL
460,460,Kerala,2020-03-24,2.1,1.1,3.22,1.68,2.5500000000000003,KL
461,461,Kerala,2020-03-25,1.94,0.97,2.96,1.57,2.39,KL
462,462,Kerala,2020-03-26,1.9100000000000001,1.01,2.92,1.59,2.38,KL
463,463,Kerala,2020-03-27,1.79,0.92,2.75,1.45,2.2,KL
464,464,Kerala,2020-03-28,1.69,0.84,2.61,1.3900000000000001,2.12,KL
465,465,Kerala,2020-03-29,1.61,0.76,2.48,1.31,2.02,KL
466,466,Kerala,2020-03-30,1.54,0.72,2.41,1.27,1.97,KL
467,467,Kerala,2020-03-31,1.45,0.62,2.2800000000000002,1.11,1.79,KL
468,468,Kerala,2020-04-01,1.33,0.53,2.18,1.04,1.72,KL
469,469,Kerala,2020-04-02,1.27,0.45,2.09,0.99,1.67,KL
470,470,Kerala,2020-04-03,1.17,0.33,1.96,0.88,1.56,KL
471,471,Kerala,2020-04-04,1.09,0.26,1.8800000000000001,0.77,1.45,KL
472,472,Kerala,2020-04-05,1.08,0.24,1.87,0.78,1.47,KL
473,473,Kerala,2020-04-06,1.03,0.23,1.86,0.75,1.45,KL
474,474,Kerala,2020-04-07,0.99,0.15,1.76,0.67,1.37,KL
475,475,Kerala,2020-04-08,0.9500000000000001,0.13,1.73,0.65,1.36,KL
476,476,Kerala,2020-04-09,0.9500000000000001,0.12,1.73,0.64,1.36,KL
477,477,Kerala,2020-04-10,0.9,0.09,1.68,0.58,1.3,KL
478,478,Kerala,2020-04-11,0.85,0.07,1.6400000000000001,0.51,1.23,KL
479,479,Kerala,2020-04-12,0.8,0.06,1.61,0.46,1.18,KL
480,480,Kerala,2020-04-13,0.73,0.02,1.54,0.44,1.16,KL
481,481,Kerala,2020-04-14,0.73,0.03,1.57,0.35000000000000003,1.07,KL
482,482,Kerala,2020-04-15,0.64,0.01,1.52,0.32,1.03,KL
483,483,Kerala,2020-04-16,0.63,0.01,1.54,0.33,1.05,KL
484,484,Kerala,2020-04-17,0.71,0.04,1.6400000000000001,0.39,1.1400000000000001,KL
485,485,Kerala,2020-04-18,0.79,0.05,1.71,0.47000000000000003,1.25,KL
486,486,Kerala,2020-04-19,0.86,0.05,1.76,0.53,1.33,KL
487,487,Kerala,2020-04-20,0.86,0.03,1.74,0.52,1.32,KL
488,488,Kerala,2020-04-21,0.93,0.07,1.83,0.54,1.35,KL
489,489,Kerala,2020-04-22,1.0,0.09,1.8900000000000001,0.61,1.43,KL
490,490,Kerala,2020-04-23,0.99,0.09,1.8800000000000001,0.65,1.47,KL
491,491,Kerala,2020-04-24,0.99,0.08,1.86,0.6,1.41,KL
492,492,Kerala,2020-04-25,0.98,0.11,1.8900000000000001,0.63,1.44,KL
493,493,Kerala,2020-04-26,0.92,0.09,1.82,0.58,1.3800000000000001,KL
494,494,Kerala,2020-04-27,0.85,0.05,1.73,0.46,1.24,KL
495,495,Kerala,2020-04-28,0.85,0.03,1.71,0.52,1.31,KL
496,496,Kerala,2020-04-29,0.78,0.03,1.67,0.42,1.19,KL
497,497,Kerala,2020-04-30,0.7000000000000001,0.02,1.62,0.33,1.08,KL
498,498,Kerala,2020-05-01,0.6,0.0,1.56,0.28,1.01,KL
499,499,Kerala,2020-05-02,0.36,0.0,1.48,0.21,0.89,KL
500,500,Kerala,2020-05-03,0.36,0.0,1.5,0.17,0.85,KL
501,501,Ladakh,2020-04-26,3.0,1.01,6.99,2.04,4.45,LA
502,502,Ladakh,2020-04-27,2.88,0.99,6.28,1.99,4.16,LA
503,503,Ladakh,2020-04-28,2.7800000000000002,0.9400000000000001,5.8100000000000005,2.0,4.0200000000000005,LA
504,504,Ladakh,2020-04-29,3.02,1.08,5.99,2.15,4.2,LA
505,505,Ladakh,2020-04-30,2.83,1.03,5.43,2.02,3.86,LA
506,506,Ladakh,2020-05-01,2.94,1.1400000000000001,5.39,2.22,4.01,LA
507,507,Ladakh,2020-05-02,2.95,1.2,5.18,2.2,3.87,LA
508,508,Ladakh,2020-05-03,2.9,1.22,4.9,2.16,3.7,LA
509,509,Madhya Pradesh,2020-03-18,3.0,1.01,6.99,2.04,4.45,MP
510,510,Madhya Pradesh,2020-03-19,2.88,0.99,6.28,1.99,4.16,MP
511,511,Madhya Pradesh,2020-03-20,2.7800000000000002,0.9400000000000001,5.8100000000000005,2.0,4.0200000000000005,MP
512,512,Madhya Pradesh,2020-03-21,2.7,0.97,5.5600000000000005,1.87,3.77,MP
513,513,Madhya Pradesh,2020-03-22,2.92,1.07,5.71,2.12,4.0600000000000005,MP
514,514,Madhya Pradesh,2020-03-23,3.0300000000000002,1.2,5.64,2.19,4.05,MP
515,515,Madhya Pradesh,2020-03-24,3.0300000000000002,1.22,5.33,2.3000000000000003,4.03,MP
516,516,Madhya Pradesh,2020-03-25,2.7600000000000002,1.12,4.8,2.06,3.6,MP
517,517,Madhya Pradesh,2020-03-26,2.74,1.17,4.64,2.1,3.5500000000000003,MP
518,518,Madhya Pradesh,2020-03-27,2.83,1.29,4.58,2.18,3.5500000000000003,MP
519,519,Madhya Pradesh,2020-03-28,2.82,1.36,4.41,2.2600000000000002,3.5300000000000002,MP
520,520,Madhya Pradesh,2020-03-29,2.75,1.41,4.22,2.27,3.44,MP
521,521,Madhya Pradesh,2020-03-30,2.74,1.48,4.07,2.25,3.3200000000000003,MP
522,522,Madhya Pradesh,2020-03-31,2.67,1.52,3.9,2.22,3.2,MP
523,523,Madhya Pradesh,2020-04-01,2.57,1.51,3.7,2.16,3.06,MP
524,524,Madhya Pradesh,2020-04-02,2.5100000000000002,1.52,3.54,2.13,2.96,MP
525,525,Madhya Pradesh,2020-04-03,2.43,1.51,3.38,2.09,2.86,MP
526,526,Madhya Pradesh,2020-04-04,2.33,1.46,3.2,2.0300000000000002,2.75,MP
527,527,Madhya Pradesh,2020-04-05,2.27,1.47,3.1,1.97,2.64,MP
528,528,Madhya Pradesh,2020-04-06,2.14,1.3900000000000001,2.93,1.83,2.46,MP
529,529,Madhya Pradesh,2020-04-07,2.11,1.4000000000000001,2.86,1.84,2.44,MP
530,530,Madhya Pradesh,2020-04-08,1.96,1.27,2.66,1.69,2.2600000000000002,MP
531,531,Madhya Pradesh,2020-04-09,1.86,1.21,2.5500000000000003,1.62,2.17,MP
532,532,Madhya Pradesh,2020-04-10,1.87,1.23,2.52,1.6300000000000001,2.16,MP
533,533,Madhya Pradesh,2020-04-11,1.94,1.32,2.56,1.71,2.22,MP
534,534,Madhya Pradesh,2020-04-12,2.09,1.5,2.68,1.8900000000000001,2.38,MP
535,535,Madhya Pradesh,2020-04-13,2.11,1.57,2.69,1.9100000000000001,2.37,MP
536,536,Madhya Pradesh,2020-04-14,2.04,1.52,2.58,1.87,2.31,MP
537,537,Madhya Pradesh,2020-04-15,1.87,1.3900000000000001,2.41,1.7,2.12,MP
538,538,Madhya Pradesh,2020-04-16,1.68,1.21,2.2,1.52,1.93,MP
539,539,Madhya Pradesh,2020-04-17,1.49,1.01,1.98,1.31,1.71,MP
540,540,Madhya Pradesh,2020-04-18,1.23,0.77,1.74,1.07,1.47,MP
541,541,Madhya Pradesh,2020-04-19,1.01,0.53,1.51,0.86,1.27,MP
542,542,Madhya Pradesh,2020-04-20,0.89,0.4,1.4000000000000001,0.7000000000000001,1.11,MP
543,543,Madhya Pradesh,2020-04-21,0.81,0.31,1.33,0.62,1.04,MP
544,544,Madhya Pradesh,2020-04-22,0.91,0.41000000000000003,1.46,0.72,1.1500000000000001,MP
545,545,Madhya Pradesh,2020-04-23,1.03,0.51,1.56,0.8200000000000001,1.25,MP
546,546,Madhya Pradesh,2020-04-24,1.27,0.76,1.8,1.09,1.52,MP
547,547,Madhya Pradesh,2020-04-25,1.3900000000000001,0.9,1.92,1.21,1.6300000000000001,MP
548,548,Madhya Pradesh,2020-04-26,1.37,0.89,1.8800000000000001,1.21,1.62,MP
549,549,Madhya Pradesh,2020-04-27,1.35,0.88,1.85,1.18,1.58,MP
550,550,Madhya Pradesh,2020-04-28,1.23,0.78,1.74,1.09,1.49,MP
551,551,Madhya Pradesh,2020-04-29,1.06,0.61,1.57,0.92,1.32,MP
552,552,Madhya Pradesh,2020-04-30,0.98,0.5,1.46,0.8200000000000001,1.22,MP
553,553,Madhya Pradesh,2020-05-01,0.86,0.37,1.34,0.68,1.08,MP
